timestamp,id_sensor,flow,volume
2024-03-04 00:00:00,Arch_sens1,0.0,5093.5691
2024-03-04 00:15:00,Arch_sens1,0.0,5093.5691
2024-03-04 00:30:00,Arch_sens1,0.0,5093.5691
2024-03-04 00:45:00,Arch_sens1,0.0,5093.5691
2024-03-04 01:00:00,Arch_sens1,0.0,5093.5691
2024-03-04 01:15:00,Arch_sens1,0.0,5093.5691
2024-03-04 01:30:00,Arch_sens1,0.0,5093.5691
2024-03-04 01:45:00,Arch_sens1,0.0,5093.5691
2024-03-04 02:00:00,Arch_sens1,0.0,5093.5691
2024-03-04 02:15:00,Arch_sens1,0.0,5093.5691
2024-03-04 02:30:00,Arch_sens1,0.0,5093.5691
2024-03-04 02:45:00,Arch_sens1,0.0,5093.5691
2024-03-04 03:00:00,Arch_sens1,0.0,5093.5691
2024-03-04 03:15:00,Arch_sens1,0.0,5093.5691
2024-03-04 03:30:00,Arch_sens1,0.0,5093.5691
2024-03-04 03:45:00,Arch_sens1,0.0,5093.5691
2024-03-04 04:00:00,Arch_sens1,0.0,5093.5691
2024-03-04 04:15:00,Arch_sens1,0.0,5093.5691
2024-03-04 04:30:00,Arch_sens1,0.0,5093.5691
2024-03-04 04:45:00,Arch_sens1,0.0,5093.5691
2024-03-04 05:00:00,Arch_sens1,0.0,5093.5691
2024-03-04 05:15:00,Arch_sens1,0.0,5093.5691
2024-03-04 05:30:00,Arch_sens1,0.0,5093.5691
2024-03-04 05:45:00,Arch_sens1,0.0,5093.5691
2024-03-04 06:00:00,Arch_sens1,0.0,5093.5691
2024-03-04 06:15:00,Arch_sens1,0.0,5093.5691
2024-03-04 06:30:00,Arch_sens1,0.0,5093.5691
2024-03-04 06:45:00,Arch_sens1,0.0,5093.5691
2024-03-04 07:00:00,Arch_sens1,0.0,5093.5691
2024-03-04 07:15:00,Arch_sens1,0.0,5093.5691
2024-03-04 07:30:00,Arch_sens1,0.0,5093.5691
2024-03-04 07:45:00,Arch_sens1,0.0,5093.5691
2024-03-04 08:00:00,Arch_sens1,0.0,5093.5691
2024-03-04 08:15:00,Arch_sens1,0.000502,5093.5696
2024-03-04 08:30:00,Arch_sens1,0.0,5093.5696
2024-03-04 08:45:00,Arch_sens1,0.0,5093.5696
2024-03-04 09:00:00,Arch_sens1,0.00299,5093.5726
2024-03-04 09:15:00,Arch_sens1,0.00387,5093.5764
2024-03-04 09:30:00,Arch_sens1,0.003501,5093.5799
2024-03-04 09:45:00,Arch_sens1,0.0,5093.5799
2024-03-04 10:00:00,Arch_sens1,0.0,5093.5799
2024-03-04 10:15:00,Arch_sens1,0.000591,5093.5805
2024-03-04 10:30:00,Arch_sens1,0.0,5093.5805
2024-03-04 10:45:00,Arch_sens1,0.0,5093.5805
2024-03-04 11:00:00,Arch_sens1,0.0,5093.5805
2024-03-04 11:15:00,Arch_sens1,0.0,5093.5805
2024-03-04 11:30:00,Arch_sens1,0.002082,5093.5826
2024-03-04 11:45:00,Arch_sens1,0.0,5093.5826
2024-03-04 12:00:00,Arch_sens1,0.000664,5093.5833
2024-03-04 12:15:00,Arch_sens1,0.004297,5093.5876
2024-03-04 12:30:00,Arch_sens1,0.001714,5093.5893
2024-03-04 12:45:00,Arch_sens1,0.001865,5093.5911
2024-03-04 13:00:00,Arch_sens1,0.0,5093.5911
2024-03-04 13:15:00,Arch_sens1,0.00356,5093.5947
2024-03-04 13:30:00,Arch_sens1,0.0,5093.5947
2024-03-04 13:45:00,Arch_sens1,0.0,5093.5947
2024-03-04 14:00:00,Arch_sens1,0.0,5093.5947
2024-03-04 14:15:00,Arch_sens1,0.0,5093.5947
2024-03-04 14:30:00,Arch_sens1,0.0,5093.5947
2024-03-04 14:45:00,Arch_sens1,0.0,5093.5947
2024-03-04 15:00:00,Arch_sens1,0.00239,5093.5971
2024-03-04 15:15:00,Arch_sens1,0.0,5093.5971
2024-03-04 15:30:00,Arch_sens1,0.0,5093.5971
2024-03-04 15:45:00,Arch_sens1,0.0,5093.5971
2024-03-04 16:00:00,Arch_sens1,0.0,5093.5971
2024-03-04 16:15:00,Arch_sens1,0.0,5093.5971
2024-03-04 16:30:00,Arch_sens1,0.001393,5093.5985
2024-03-04 16:45:00,Arch_sens1,0.0,5093.5985
2024-03-04 17:00:00,Arch_sens1,0.0,5093.5985
2024-03-04 17:15:00,Arch_sens1,0.0,5093.5985
2024-03-04 17:30:00,Arch_sens1,0.001103,5093.5996
2024-03-04 17:45:00,Arch_sens1,0.0,5093.5996
2024-03-04 18:00:00,Arch_sens1,0.0,5093.5996
2024-03-04 18:15:00,Arch_sens1,0.0,5093.5996
2024-03-04 18:30:00,Arch_sens1,0.0,5093.5996
2024-03-04 18:45:00,Arch_sens1,0.0,5093.5996
2024-03-04 19:00:00,Arch_sens1,0.0,5093.5996
2024-03-04 19:15:00,Arch_sens1,0.0,5093.5996
2024-03-04 19:30:00,Arch_sens1,0.001561,5093.6011
2024-03-04 19:45:00,Arch_sens1,0.001485,5093.6026
2024-03-04 20:00:00,Arch_sens1,0.0,5093.6026
2024-03-04 20:15:00,Arch_sens1,0.0,5093.6026
2024-03-04 20:30:00,Arch_sens1,0.001616,5093.6042
2024-03-04 20:45:00,Arch_sens1,0.0,5093.6042
2024-03-04 21:00:00,Arch_sens1,0.0,5093.6042
2024-03-04 21:15:00,Arch_sens1,0.0,5093.6042
2024-03-04 21:30:00,Arch_sens1,0.0,5093.6042
2024-03-04 21:45:00,Arch_sens1,0.0,5093.6042
2024-03-04 22:00:00,Arch_sens1,0.0,5093.6042
2024-03-04 22:15:00,Arch_sens1,0.0,5093.6042
2024-03-04 22:30:00,Arch_sens1,0.0,5093.6042
2024-03-04 22:45:00,Arch_sens1,0.0,5093.6042
2024-03-04 23:00:00,Arch_sens1,0.0,5093.6042
2024-03-04 23:15:00,Arch_sens1,0.0,5093.6042
2024-03-04 23:30:00,Arch_sens1,0.0,5093.6042
2024-03-04 23:45:00,Arch_sens1,0.0,5093.6042
2024-03-05 00:00:00,Arch_sens1,0.0,5093.6042
2024-03-05 00:15:00,Arch_sens1,0.0,5093.6042
2024-03-05 00:30:00,Arch_sens1,0.0,5093.6042
2024-03-05 00:45:00,Arch_sens1,0.0,5093.6042
2024-03-05 01:00:00,Arch_sens1,0.0,5093.6042
2024-03-05 01:15:00,Arch_sens1,0.0,5093.6042
2024-03-05 01:30:00,Arch_sens1,0.0,5093.6042
2024-03-05 01:45:00,Arch_sens1,0.0,5093.6042
